user_id,timestamp,line_current,neutral_current,power_consumed,remaining_tokens
DHARAN-001,2026-02-26 23:00:00+05:45,6.5755,6.5457,1.573,0.0
DHARAN-001,2026-02-27 00:00:00+05:45,6.3743,6.3699,1.5103,0.0
DHARAN-001,2026-02-27 01:00:00+05:45,7.2226,7.2074,1.7057,0.0
DHARAN-001,2026-02-27 02:00:00+05:45,6.8245,6.8146,1.6196,0.0
DHARAN-001,2026-02-27 03:00:00+05:45,6.7639,6.7538,1.6182,0.0
DHARAN-001,2026-02-27 04:00:00+05:45,7.1275,7.1181,1.6877,0.0
DHARAN-001,2026-02-27 05:00:00+05:45,6.125,6.1041,1.4645,0.0
DHARAN-001,2026-02-27 06:00:00+05:45,10.5951,10.5742,2.5193,0.0
DHARAN-001,2026-02-27 07:00:00+05:45,11.0808,11.0682,2.6287,0.0
DHARAN-001,2026-02-27 08:00:00+05:45,10.938,10.9148,2.6136,0.0
DHARAN-001,2026-02-27 09:00:00+05:45,10.7125,10.6981,2.5473,0.0
DHARAN-001,2026-02-27 10:00:00+05:45,5.9655,5.9395,1.4262,0.0
DHARAN-001,2026-02-27 11:00:00+05:45,6.5818,6.5643,1.5767,0.0
DHARAN-001,2026-02-27 12:00:00+05:45,6.585,6.5677,1.535,0.0
DHARAN-001,2026-02-27 13:00:00+05:45,6.3855,6.3852,1.5068,0.0
DHARAN-001,2026-02-27 14:00:00+05:45,6.6478,6.6337,1.5638,0.0
DHARAN-001,2026-02-27 15:00:00+05:45,5.6311,5.6044,1.3445,0.0
DHARAN-001,2026-02-27 16:00:00+05:45,6.6765,6.667,1.5976,0.0
DHARAN-001,2026-02-27 17:00:00+05:45,6.2529,6.2272,1.4853,0.0
DHARAN-001,2026-02-27 18:00:00+05:45,13.2636,13.2593,3.1537,0.0
DHARAN-001,2026-02-27 19:00:00+05:45,12.067,12.0628,2.868,0.0
DHARAN-001,2026-02-27 20:00:00+05:45,12.6135,12.6076,3.0003,0.0
DHARAN-001,2026-02-27 21:00:00+05:45,12.195,12.176,2.9045,0.0
DHARAN-001,2026-02-27 22:00:00+05:45,13.2743,13.2587,3.1548,0.0
DHARAN-001,2026-02-27 23:00:00+05:45,6.1016,6.0907,1.463,0.0
DHARAN-001,2026-02-28 00:00:00+05:45,6.7406,6.7388,1.6017,0.0
DHARAN-001,2026-02-28 01:00:00+05:45,6.1727,6.1571,1.4582,0.0
DHARAN-001,2026-02-28 02:00:00+05:45,5.9006,5.8858,1.3825,0.0
DHARAN-001,2026-02-28 03:00:00+05:45,6.7302,6.7181,1.5986,0.0
DHARAN-001,2026-02-28 04:00:00+05:45,6.2387,6.2156,1.4652,0.0
DHARAN-001,2026-02-28 05:00:00+05:45,6.9578,6.9508,1.6511,0.0
DHARAN-001,2026-02-28 06:00:00+05:45,11.695,11.6777,2.7926,0.0
DHARAN-001,2026-02-28 07:00:00+05:45,10.177,10.1594,2.4425,0.0
DHARAN-001,2026-02-28 08:00:00+05:45,10.5975,10.5782,2.5422,0.0
DHARAN-001,2026-02-28 09:00:00+05:45,12.209,12.196,2.8937,0.0
DHARAN-001,2026-02-28 10:00:00+05:45,6.5605,6.5365,1.5536,0.0
DHARAN-001,2026-02-28 11:00:00+05:45,6.3487,6.3313,1.5113,0.0
DHARAN-001,2026-02-28 12:00:00+05:45,6.7943,6.7803,1.619,0.0
DHARAN-001,2026-02-28 13:00:00+05:45,7.2643,7.2455,1.7181,0.0
DHARAN-001,2026-02-28 14:00:00+05:45,7.3715,7.3435,1.7588,0.0
DHARAN-001,2026-02-28 15:00:00+05:45,6.9248,6.9193,1.6176,0.0
DHARAN-001,2026-02-28 16:00:00+05:45,6.1898,6.1716,1.4698,0.0
DHARAN-001,2026-02-28 17:00:00+05:45,7.4766,7.4544,1.7865,0.0
DHARAN-001,2026-02-28 18:00:00+05:45,13.329,13.3217,3.1669,0.0
DHARAN-001,2026-02-28 19:00:00+05:45,13.4737,13.4539,3.1963,0.0
DHARAN-001,2026-02-28 20:00:00+05:45,12.827,12.8126,3.0519,0.0
DHARAN-001,2026-02-28 21:00:00+05:45,13.0392,13.031,3.1043,0.0
DHARAN-001,2026-02-28 22:00:00+05:45,12.1564,12.1396,2.9015,0.0
DHARAN-001,2026-02-28 23:00:00+05:45,6.5155,6.4965,1.5493,0.0
DHARAN-001,2026-03-01 00:00:00+05:45,6.263,6.2501,1.4772,0.0
DHARAN-001,2026-03-01 01:00:00+05:45,6.3213,6.321,1.5005,0.0
DHARAN-001,2026-03-01 02:00:00+05:45,6.1613,6.1602,1.4576,0.0
DHARAN-001,2026-03-01 03:00:00+05:45,7.1442,7.1322,1.6866,0.0
DHARAN-001,2026-03-01 04:00:00+05:45,6.7123,6.7011,1.5875,0.0
DHARAN-001,2026-03-01 05:00:00+05:45,6.931,6.9198,1.6566,0.0
DHARAN-001,2026-03-01 06:00:00+05:45,10.6957,10.6714,2.5433,0.0
DHARAN-001,2026-03-01 07:00:00+05:45,10.9412,10.9349,2.6172,0.0
DHARAN-001,2026-03-01 08:00:00+05:45,11.3575,11.3393,2.6866,0.0
DHARAN-001,2026-03-01 09:00:00+05:45,10.9205,10.9074,2.5928,0.0
DHARAN-001,2026-03-01 10:00:00+05:45,6.2915,6.2652,1.5071,0.0
DHARAN-001,2026-03-01 11:00:00+05:45,5.2727,5.2614,1.2478,0.0
DHARAN-001,2026-03-01 12:00:00+05:45,6.3814,6.3721,1.5033,0.0
DHARAN-001,2026-03-01 13:00:00+05:45,6.1725,6.1542,1.4709,0.0
DHARAN-001,2026-03-01 14:00:00+05:45,6.2349,6.2268,1.4995,0.0
DHARAN-001,2026-03-01 15:00:00+05:45,7.1693,7.1507,1.7063,0.0
DHARAN-001,2026-03-01 16:00:00+05:45,6.3624,6.3339,1.5211,0.0
DHARAN-001,2026-03-01 17:00:00+05:45,6.4079,6.3841,1.5299,0.0
DHARAN-001,2026-03-01 18:00:00+05:45,12.3271,12.312,2.9407,0.0
DHARAN-001,2026-03-01 19:00:00+05:45,12.7255,12.6938,3.0274,0.0
DHARAN-001,2026-03-01 20:00:00+05:45,12.7893,12.7717,3.0677,0.0
DHARAN-001,2026-03-01 21:00:00+05:45,12.7358,12.7188,3.0319,0.0
DHARAN-001,2026-03-01 22:00:00+05:45,12.6984,12.6785,3.0239,0.0
DHARAN-001,2026-03-01 23:00:00+05:45,6.2094,6.1702,1.4875,0.0
DHARAN-001,2026-03-02 00:00:00+05:45,6.1637,6.1607,1.4666,0.0
DHARAN-001,2026-03-02 01:00:00+05:45,6.5419,6.5304,1.5665,0.0
DHARAN-001,2026-03-02 02:00:00+05:45,7.0661,7.0465,1.6779,0.0
DHARAN-001,2026-03-02 03:00:00+05:45,5.7013,5.6958,1.34,0.0
DHARAN-001,2026-03-02 04:00:00+05:45,7.3318,7.3121,1.7359,0.0
DHARAN-001,2026-03-02 05:00:00+05:45,6.0957,6.0844,1.4499,0.0
DHARAN-001,2026-03-02 06:00:00+05:45,11.0895,11.0882,2.6427,0.0
DHARAN-001,2026-03-02 07:00:00+05:45,11.647,11.6359,2.7739,0.0
DHARAN-001,2026-03-02 08:00:00+05:45,10.8168,10.8089,2.572,0.0
DHARAN-001,2026-03-02 09:00:00+05:45,9.9645,9.9454,2.3686,0.0
DHARAN-001,2026-03-02 10:00:00+05:45,6.374,6.3583,1.5285,0.0
DHARAN-001,2026-03-02 11:00:00+05:45,5.7413,5.7323,1.3768,0.0
DHARAN-001,2026-03-02 12:00:00+05:45,6.9313,6.9199,1.6538,0.0
DHARAN-001,2026-03-02 13:00:00+05:45,7.5198,7.5021,1.7871,0.0
DHARAN-001,2026-03-02 14:00:00+05:45,6.3103,6.3078,1.5081,0.0
DHARAN-001,2026-03-02 15:00:00+05:45,7.0267,7.0131,1.6687,0.0
DHARAN-001,2026-03-02 16:00:00+05:45,6.4808,6.4782,1.536,0.0
DHARAN-001,2026-03-02 17:00:00+05:45,6.1777,6.1486,1.4817,0.0
DHARAN-001,2026-03-02 18:00:00+05:45,13.0682,13.0653,3.1325,0.0
DHARAN-001,2026-03-02 19:00:00+05:45,12.6294,12.625,3.0115,0.0
DHARAN-001,2026-03-02 20:00:00+05:45,13.7076,13.6888,3.2607,0.0
DHARAN-001,2026-03-02 21:00:00+05:45,12.3951,12.3831,2.9443,0.0
DHARAN-001,2026-03-02 22:00:00+05:45,12.5966,12.5946,2.9934,0.0
DHARAN-001,2026-03-02 23:00:00+05:45,7.3327,7.3075,1.7441,0.0
DHARAN-001,2026-03-03 00:00:00+05:45,5.9416,5.9359,1.4234,0.0
DHARAN-001,2026-03-03 01:00:00+05:45,6.6493,6.638,1.5825,0.0
DHARAN-001,2026-03-03 02:00:00+05:45,5.9587,5.9441,1.4308,0.0
DHARAN-001,2026-03-03 03:00:00+05:45,6.2584,6.231,1.4966,0.0
DHARAN-001,2026-03-03 04:00:00+05:45,6.5298,6.5191,1.5426,0.0
DHARAN-001,2026-03-03 05:00:00+05:45,6.6416,6.6402,1.5819,0.0
DHARAN-001,2026-03-03 06:00:00+05:45,11.7993,11.7784,2.8107,0.0
DHARAN-001,2026-03-03 07:00:00+05:45,10.6992,10.6912,2.549,0.0
DHARAN-001,2026-03-03 08:00:00+05:45,11.7202,11.7023,2.7876,0.0
DHARAN-001,2026-03-03 09:00:00+05:45,11.8156,11.7945,2.8022,0.0
DHARAN-001,2026-03-03 10:00:00+05:45,5.7761,5.7692,1.3819,0.0
DHARAN-001,2026-03-03 11:00:00+05:45,6.894,6.8901,1.6398,0.0
DHARAN-001,2026-03-03 12:00:00+05:45,6.3656,6.351,1.5299,0.0
DHARAN-001,2026-03-03 13:00:00+05:45,5.7073,5.6893,1.3539,0.0
DHARAN-001,2026-03-03 14:00:00+05:45,7.516,7.5044,1.7815,0.0
DHARAN-001,2026-03-03 15:00:00+05:45,6.8769,6.8696,1.6507,0.0
DHARAN-001,2026-03-03 16:00:00+05:45,6.6021,6.5874,1.5925,0.0
DHARAN-001,2026-03-03 17:00:00+05:45,6.0103,6.004,1.4301,0.0
DHARAN-001,2026-03-03 18:00:00+05:45,12.9296,12.9034,3.0783,0.0
DHARAN-001,2026-03-03 19:00:00+05:45,12.6876,12.6746,3.0282,0.0
DHARAN-001,2026-03-03 20:00:00+05:45,12.0537,12.034,2.8661,0.0
DHARAN-001,2026-03-03 21:00:00+05:45,13.9346,13.9217,3.3237,0.0
DHARAN-001,2026-03-03 22:00:00+05:45,12.4333,12.4152,2.9583,0.0
DHARAN-001,2026-03-03 23:00:00+05:45,6.5371,6.527,1.5461,0.0
DHARAN-001,2026-03-04 00:00:00+05:45,7.0391,7.0242,1.6708,0.0
DHARAN-001,2026-03-04 01:00:00+05:45,6.4588,6.4504,1.5147,0.0
DHARAN-001,2026-03-04 02:00:00+05:45,6.6406,6.6114,1.5883,0.0
DHARAN-001,2026-03-04 03:00:00+05:45,6.9403,6.9212,1.6589,0.0
DHARAN-001,2026-03-04 04:00:00+05:45,6.6297,6.6086,1.5834,0.0
DHARAN-001,2026-03-04 05:00:00+05:45,6.7253,6.7107,1.5992,0.0
DHARAN-001,2026-03-04 06:00:00+05:45,11.3113,11.2958,2.691,0.0
DHARAN-001,2026-03-04 07:00:00+05:45,10.8295,10.8229,2.5623,0.0
DHARAN-001,2026-03-04 08:00:00+05:45,11.2876,11.2585,2.6906,0.0
DHARAN-001,2026-03-04 09:00:00+05:45,10.6001,10.5928,2.5308,0.0
DHARAN-001,2026-03-04 10:00:00+05:45,6.6286,6.6174,1.5913,0.0
DHARAN-001,2026-03-04 11:00:00+05:45,5.4453,5.4343,1.2942,0.0
DHARAN-001,2026-03-04 12:00:00+05:45,5.8139,5.8094,1.3739,0.0
DHARAN-001,2026-03-04 13:00:00+05:45,6.8941,6.8663,1.6481,0.0
DHARAN-001,2026-03-04 14:00:00+05:45,6.858,6.8503,1.6424,0.0
DHARAN-001,2026-03-04 15:00:00+05:45,6.8152,6.8015,1.6252,0.0
DHARAN-001,2026-03-04 16:00:00+05:45,7.1318,7.116,1.7052,0.0
DHARAN-001,2026-03-04 17:00:00+05:45,7.034,7.0203,1.6671,0.0
DHARAN-001,2026-03-04 18:00:00+05:45,12.4998,12.4933,2.9927,0.0
DHARAN-001,2026-03-04 19:00:00+05:45,12.8699,12.8543,3.0656,0.0
DHARAN-001,2026-03-04 20:00:00+05:45,13.1913,13.1782,3.1521,0.0
DHARAN-001,2026-03-04 21:00:00+05:45,12.7819,12.7555,3.05,0.0
DHARAN-001,2026-03-04 22:00:00+05:45,13.1845,13.1552,3.1364,0.0
DHARAN-001,2026-03-04 23:00:00+05:45,5.7647,5.7468,1.3726,0.0
DHARAN-001,2026-03-05 00:00:00+05:45,6.0716,6.0654,1.4428,0.0
DHARAN-001,2026-03-05 01:00:00+05:45,6.9109,6.8937,1.6354,0.0
DHARAN-001,2026-03-05 02:00:00+05:45,5.548,5.5285,1.3302,0.0
DHARAN-001,2026-03-05 03:00:00+05:45,6.4234,6.3985,1.555,0.0
DHARAN-001,2026-03-05 04:00:00+05:45,6.5566,6.5337,1.5689,0.0
DHARAN-001,2026-03-05 05:00:00+05:45,6.1515,6.1336,1.4712,0.0
DHARAN-001,2026-03-05 06:00:00+05:45,12.0474,12.0296,2.853,0.0
DHARAN-001,2026-03-05 07:00:00+05:45,11.3496,11.3446,2.6947,0.0
DHARAN-001,2026-03-05 08:00:00+05:45,11.3801,11.3626,2.7165,0.0
DHARAN-001,2026-03-05 09:00:00+05:45,10.9903,10.9743,2.612,0.0
DHARAN-001,2026-03-05 10:00:00+05:45,4.9788,4.9587,1.1837,0.0
DHARAN-001,2026-03-05 11:00:00+05:45,6.7411,6.713,1.606,0.0
DHARAN-001,2026-03-05 12:00:00+05:45,6.6949,6.6716,1.5899,0.0
DHARAN-001,2026-03-05 13:00:00+05:45,6.6673,6.6628,1.596,0.0
DHARAN-001,2026-03-05 14:00:00+05:45,6.3105,6.2983,1.4952,0.0
DHARAN-001,2026-03-05 15:00:00+05:45,6.9302,6.9049,1.6486,0.0
DHARAN-001,2026-03-05 16:00:00+05:45,6.3904,6.3714,1.5171,0.0
DHARAN-001,2026-03-05 17:00:00+05:45,7.209,7.1977,1.7327,0.0
DHARAN-001,2026-03-05 18:00:00+05:45,13.2045,13.1875,3.1292,0.0
DHARAN-001,2026-03-05 19:00:00+05:45,12.5977,12.5758,2.9923,0.0
DHARAN-001,2026-03-05 20:00:00+05:45,12.5469,12.5225,2.9842,0.0
DHARAN-001,2026-03-05 21:00:00+05:45,13.6975,13.6821,3.2542,0.0
DHARAN-001,2026-03-05 22:00:00+05:45,12.71,12.6959,3.0209,0.0
DHARAN-001,2026-03-05 23:00:00+05:45,6.5738,6.5484,1.5753,0.0
DHARAN-001,2026-03-06 00:00:00+05:45,5.9286,5.9128,1.4157,0.0
DHARAN-001,2026-03-06 01:00:00+05:45,7.5071,7.4974,1.7914,0.0
DHARAN-001,2026-03-06 02:00:00+05:45,6.3092,6.3017,1.4864,0.0
DHARAN-001,2026-03-06 03:00:00+05:45,6.1244,6.1046,1.4322,0.0
DHARAN-001,2026-03-06 04:00:00+05:45,5.9614,5.9459,1.4198,0.0
DHARAN-001,2026-03-06 05:00:00+05:45,7.0205,7.0024,1.654,0.0
DHARAN-001,2026-03-06 06:00:00+05:45,10.8443,10.8349,2.5745,0.0
DHARAN-001,2026-03-06 07:00:00+05:45,10.4937,10.4912,2.5152,0.0
DHARAN-001,2026-03-06 08:00:00+05:45,10.5859,10.5684,2.5317,0.0
DHARAN-001,2026-03-06 09:00:00+05:45,10.3546,10.348,2.4953,0.0
DHARAN-001,2026-03-06 10:00:00+05:45,6.2585,6.2313,1.4959,0.0
DHARAN-001,2026-03-06 11:00:00+05:45,6.2465,6.2317,1.4789,0.0
DHARAN-001,2026-03-06 12:00:00+05:45,6.4658,6.4512,1.5474,0.0
DHARAN-001,2026-03-06 13:00:00+05:45,6.1417,6.1286,1.4607,0.0
DHARAN-001,2026-03-06 14:00:00+05:45,6.0841,6.0657,1.4391,0.0
DHARAN-001,2026-03-06 15:00:00+05:45,6.3005,6.2862,1.4987,0.0
DHARAN-001,2026-03-06 16:00:00+05:45,6.0861,6.076,1.4484,0.0
DHARAN-001,2026-03-06 17:00:00+05:45,5.9793,5.9672,1.4391,0.0
DHARAN-001,2026-03-06 18:00:00+05:45,12.9729,12.9378,3.0954,0.0
DHARAN-001,2026-03-06 19:00:00+05:45,13.2135,13.1922,3.1337,0.0
DHARAN-001,2026-03-06 20:00:00+05:45,13.6173,13.6119,3.2497,0.0
DHARAN-001,2026-03-06 21:00:00+05:45,12.5125,12.4962,2.9738,0.0
DHARAN-001,2026-03-06 22:00:00+05:45,12.9066,12.8886,3.0604,0.0
DHARAN-001,2026-03-06 23:00:00+05:45,6.8856,6.8793,1.6484,0.0
DHARAN-001,2026-03-07 00:00:00+05:45,7.338,7.328,1.7462,0.0
DHARAN-001,2026-03-07 01:00:00+05:45,6.1814,6.172,1.4779,0.0
DHARAN-001,2026-03-07 02:00:00+05:45,5.8138,5.8003,1.3985,0.0
DHARAN-001,2026-03-07 03:00:00+05:45,6.266,6.2486,1.4813,0.0
DHARAN-001,2026-03-07 04:00:00+05:45,6.6245,6.6105,1.5843,0.0
DHARAN-001,2026-03-07 05:00:00+05:45,6.7311,6.7168,1.5958,0.0
DHARAN-001,2026-03-07 06:00:00+05:45,11.629,11.6077,2.7687,0.0
DHARAN-001,2026-03-07 07:00:00+05:45,10.7655,10.7483,2.5805,0.0
DHARAN-001,2026-03-07 08:00:00+05:45,11.4734,11.455,2.7263,0.0
DHARAN-001,2026-03-07 09:00:00+05:45,10.8769,10.8575,2.5974,0.0
DHARAN-001,2026-03-07 10:00:00+05:45,6.713,6.6891,1.6037,0.0
DHARAN-001,2026-03-07 11:00:00+05:45,6.0522,6.0241,1.4466,0.0
DHARAN-001,2026-03-07 12:00:00+05:45,6.9439,6.9266,1.6567,0.0
DHARAN-001,2026-03-07 13:00:00+05:45,6.4887,6.4809,1.5711,0.0
DHARAN-001,2026-03-07 14:00:00+05:45,6.4806,6.4636,1.5464,0.0
DHARAN-001,2026-03-07 15:00:00+05:45,7.0769,7.0704,1.688,0.0
DHARAN-001,2026-03-07 16:00:00+05:45,6.6712,6.6574,1.5915,0.0
DHARAN-001,2026-03-07 17:00:00+05:45,6.4631,6.4602,1.5175,0.0
DHARAN-001,2026-03-07 18:00:00+05:45,12.5191,12.5104,2.9808,0.0
DHARAN-001,2026-03-07 19:00:00+05:45,13.201,13.1864,3.1354,0.0
DHARAN-001,2026-03-07 20:00:00+05:45,12.5741,12.5599,2.9949,0.0
DHARAN-001,2026-03-07 21:00:00+05:45,12.668,12.6509,3.018,0.0
DHARAN-001,2026-03-07 22:00:00+05:45,13.0454,13.0388,3.1178,0.0
DHARAN-001,2026-03-07 23:00:00+05:45,5.6739,5.6569,1.3427,0.0
DHARAN-001,2026-03-08 00:00:00+05:45,6.718,6.6887,1.6131,0.0
DHARAN-001,2026-03-08 01:00:00+05:45,6.2204,6.1985,1.4794,0.0
DHARAN-001,2026-03-08 02:00:00+05:45,6.0012,5.9848,1.4341,0.0
DHARAN-001,2026-03-08 03:00:00+05:45,7.9727,7.9449,1.8954,0.0
DHARAN-001,2026-03-08 04:00:00+05:45,7.1429,7.1358,1.6972,0.0
DHARAN-001,2026-03-08 05:00:00+05:45,6.9947,6.9669,1.6797,0.0
DHARAN-001,2026-03-08 06:00:00+05:45,11.0796,11.0674,2.6633,0.0
DHARAN-001,2026-03-08 07:00:00+05:45,11.405,11.3842,2.7177,0.0
DHARAN-001,2026-03-08 08:00:00+05:45,10.6042,10.5898,2.5372,0.0
DHARAN-001,2026-03-08 09:00:00+05:45,11.0868,11.062,2.643,0.0
DHARAN-001,2026-03-08 10:00:00+05:45,6.1045,6.089,1.4505,0.0
DHARAN-001,2026-03-08 11:00:00+05:45,5.6832,5.6681,1.3657,0.0
DHARAN-001,2026-03-08 12:00:00+05:45,7.5422,7.541,1.7902,0.0
DHARAN-001,2026-03-08 13:00:00+05:45,4.9821,4.9679,1.1792,0.0
DHARAN-001,2026-03-08 14:00:00+05:45,7.0605,7.0427,1.6895,0.0
DHARAN-001,2026-03-08 15:00:00+05:45,6.9291,6.9175,1.654,0.0
DHARAN-001,2026-03-08 16:00:00+05:45,6.5549,6.5401,1.5555,0.0
DHARAN-001,2026-03-08 17:00:00+05:45,6.9929,6.9885,1.6694,0.0
DHARAN-001,2026-03-08 18:00:00+05:45,13.6872,13.6767,3.2646,0.0
DHARAN-001,2026-03-08 19:00:00+05:45,12.6845,12.6726,3.0195,0.0
DHARAN-001,2026-03-08 20:00:00+05:45,12.7046,12.6882,3.0253,0.0
DHARAN-001,2026-03-08 21:00:00+05:45,11.602,11.5882,2.7445,0.0
DHARAN-001,2026-03-08 22:00:00+05:45,12.9525,12.9413,3.097,0.0
DHARAN-001,2026-03-08 23:00:00+05:45,6.2404,6.2301,1.4718,0.0
DHARAN-001,2026-03-09 00:00:00+05:45,6.8766,6.8652,1.6435,0.0
DHARAN-001,2026-03-09 01:00:00+05:45,6.4481,6.448,1.523,0.0
DHARAN-001,2026-03-09 02:00:00+05:45,5.7795,5.7732,1.3946,0.0
DHARAN-001,2026-03-09 03:00:00+05:45,6.0469,6.0377,1.4551,0.0
DHARAN-001,2026-03-09 04:00:00+05:45,5.4644,5.4398,1.3107,0.0
DHARAN-001,2026-03-09 05:00:00+05:45,6.7314,6.7244,1.6009,0.0
DHARAN-001,2026-03-09 06:00:00+05:45,10.2651,10.2504,2.4549,0.0
DHARAN-001,2026-03-09 07:00:00+05:45,11.5585,11.5385,2.7434,0.0
DHARAN-001,2026-03-09 08:00:00+05:45,10.7141,10.7017,2.5507,0.0
DHARAN-001,2026-03-09 09:00:00+05:45,11.0649,11.064,2.6151,0.0
DHARAN-001,2026-03-09 10:00:00+05:45,6.4507,6.4474,1.5243,0.0
DHARAN-001,2026-03-09 11:00:00+05:45,6.1749,6.1617,1.4753,0.0
DHARAN-001,2026-03-09 12:00:00+05:45,5.7399,5.7196,1.361,0.0
DHARAN-001,2026-03-09 13:00:00+05:45,6.7419,6.7262,1.6135,0.0
DHARAN-001,2026-03-09 14:00:00+05:45,6.0539,6.0217,1.4446,0.0
DHARAN-001,2026-03-09 15:00:00+05:45,6.5212,6.5048,1.564,0.0
DHARAN-001,2026-03-09 16:00:00+05:45,5.7912,5.7846,1.3903,0.0
DHARAN-001,2026-03-09 17:00:00+05:45,6.334,6.3144,1.4992,0.0
DHARAN-001,2026-03-09 18:00:00+05:45,12.9346,12.9239,3.0901,0.0
DHARAN-001,2026-03-09 19:00:00+05:45,12.8269,12.8142,3.06,0.0
DHARAN-001,2026-03-09 20:00:00+05:45,12.9235,12.9067,3.0803,0.0
DHARAN-001,2026-03-09 21:00:00+05:45,13.5108,13.4864,3.2185,0.0
DHARAN-001,2026-03-09 22:00:00+05:45,12.9382,12.932,3.0945,0.0
DHARAN-001,2026-03-09 23:00:00+05:45,6.0662,6.0519,1.4525,0.0
DHARAN-001,2026-03-10 00:00:00+05:45,6.8805,6.863,1.6263,0.0
DHARAN-001,2026-03-10 01:00:00+05:45,6.2126,6.197,1.499,0.0
DHARAN-001,2026-03-10 02:00:00+05:45,6.5408,6.509,1.5556,0.0
DHARAN-001,2026-03-10 03:00:00+05:45,7.1772,7.1699,1.7014,0.0
DHARAN-001,2026-03-10 04:00:00+05:45,6.2582,6.2494,1.4909,0.0
DHARAN-001,2026-03-10 05:00:00+05:45,6.787,6.7807,1.6126,0.0
DHARAN-001,2026-03-10 06:00:00+05:45,11.6921,11.691,2.7829,0.0
DHARAN-001,2026-03-10 07:00:00+05:45,11.0702,11.0474,2.6331,0.0
DHARAN-001,2026-03-10 08:00:00+05:45,10.9479,10.9314,2.5988,0.0
DHARAN-001,2026-03-10 09:00:00+05:45,10.3655,10.3415,2.4814,0.0
DHARAN-001,2026-03-10 10:00:00+05:45,7.1362,7.1092,1.696,0.0
DHARAN-001,2026-03-10 11:00:00+05:45,7.0804,7.0727,1.6793,0.0
DHARAN-001,2026-03-10 12:00:00+05:45,7.4146,7.4027,1.7603,0.0
DHARAN-001,2026-03-10 13:00:00+05:45,6.194,6.1923,1.4723,0.0
DHARAN-001,2026-03-10 14:00:00+05:45,6.835,6.817,1.6365,0.0
DHARAN-001,2026-03-10 15:00:00+05:45,6.247,6.2381,1.4899,0.0
DHARAN-001,2026-03-10 16:00:00+05:45,6.5148,6.4887,1.5332,0.0
DHARAN-001,2026-03-10 17:00:00+05:45,6.6981,6.6764,1.595,0.0
DHARAN-001,2026-03-10 18:00:00+05:45,13.2513,13.2369,3.163,0.0
DHARAN-001,2026-03-10 19:00:00+05:45,11.8416,11.8101,2.8087,0.0
DHARAN-001,2026-03-10 20:00:00+05:45,12.6703,12.6505,3.037,0.0
DHARAN-001,2026-03-10 21:00:00+05:45,12.2328,12.2128,2.9189,0.0
DHARAN-001,2026-03-10 22:00:00+05:45,12.8237,12.8139,3.0579,0.0
DHARAN-001,2026-03-10 23:00:00+05:45,6.5675,6.5614,1.5676,0.0
DHARAN-001,2026-03-11 00:00:00+05:45,6.3665,6.3529,1.5126,0.0
DHARAN-001,2026-03-11 01:00:00+05:45,5.8477,5.8407,1.3829,0.0
DHARAN-001,2026-03-11 02:00:00+05:45,6.2707,6.2545,1.4989,0.0
DHARAN-001,2026-03-11 03:00:00+05:45,6.8486,6.8393,1.6199,0.0
DHARAN-001,2026-03-11 04:00:00+05:45,6.824,6.8227,1.6229,0.0
DHARAN-001,2026-03-11 05:00:00+05:45,7.4208,7.4025,1.7806,0.0
DHARAN-001,2026-03-11 06:00:00+05:45,11.2924,11.2814,2.686,0.0
DHARAN-001,2026-03-11 07:00:00+05:45,11.4394,11.4249,2.7385,0.0
DHARAN-001,2026-03-11 08:00:00+05:45,10.7736,10.7551,2.5716,0.0
DHARAN-001,2026-03-11 09:00:00+05:45,11.6142,11.5929,2.7685,0.0
DHARAN-001,2026-03-11 10:00:00+05:45,6.5099,6.4969,1.5585,0.0
DHARAN-001,2026-03-11 11:00:00+05:45,6.3417,6.3233,1.5166,0.0
DHARAN-001,2026-03-11 12:00:00+05:45,6.5751,6.5733,1.5807,0.0
DHARAN-001,2026-03-11 13:00:00+05:45,6.7019,6.6845,1.6035,0.0
DHARAN-001,2026-03-11 14:00:00+05:45,6.8633,6.8595,1.6462,0.0
DHARAN-001,2026-03-11 15:00:00+05:45,7.3785,7.3668,1.7534,0.0
DHARAN-001,2026-03-11 16:00:00+05:45,6.0294,6.0239,1.4404,0.0
DHARAN-001,2026-03-11 17:00:00+05:45,6.9347,6.9109,1.6585,0.0
DHARAN-001,2026-03-11 18:00:00+05:45,12.4713,12.4597,2.9793,0.0
DHARAN-001,2026-03-11 19:00:00+05:45,11.3876,11.3739,2.7125,0.0
DHARAN-001,2026-03-11 20:00:00+05:45,13.0552,13.0309,3.1263,0.0
DHARAN-001,2026-03-11 21:00:00+05:45,13.1786,13.1641,3.1258,0.0
DHARAN-001,2026-03-11 22:00:00+05:45,13.1671,13.1464,3.149,0.0
DHARAN-001,2026-03-11 23:00:00+05:45,6.0658,6.0598,1.46,0.0
DHARAN-001,2026-03-12 00:00:00+05:45,6.4903,6.4723,1.5532,0.0
DHARAN-001,2026-03-12 01:00:00+05:45,5.5241,5.4981,1.3355,0.0
DHARAN-001,2026-03-12 02:00:00+05:45,6.934,6.9191,1.661,0.0
DHARAN-001,2026-03-12 03:00:00+05:45,7.0511,7.0349,1.6748,0.0
DHARAN-001,2026-03-12 04:00:00+05:45,7.0432,7.028,1.6839,0.0
DHARAN-001,2026-03-12 05:00:00+05:45,6.5006,6.4887,1.5504,0.0
